company_name,linkedin_url,description,fleet_size
Australia - Federal Police,https://linkedin.com/company/australian-federal-police,The Australian Federal Police (AFP) is a progressive and multi-faceted law enforcement organisation taking a strong lead in the fight against 21st century ...,1
Australia - Royal Australian Air Force,https://linkedin.com/company/ausairforce,The Royal Australian Air Force is a world-class military force operating some of the most advanced aircraft and defence technology in use anywhere today.,161
Austria - Air Force,https://linkedin.com/company/austrian-air-force,Austrian Air Force · 항공 및 항공술 · 소개 · Austrian Air Force 직원 · 비슷한 페이지 · 로그인해서 Austrian Air Force에서 아는 사람을 확인해 보세요. · 어서오세요!,10
Austrian Airlines,https://linkedin.com/company/austrian-airlines,Austrian Airlines is Austria's leading airline with over 60 years of aviation experience and a worldwide route network of more than 120 destinations.,68
Av8Jet,https://linkedin.com/company/av8jet-ltd,"Full Sales, Acquisition and Management of Private Jets. Producers of the Av8jet Safety Management System. Sister company to Av8jet Charter Ltd based in Sliema, ...",4
AVA Airlines,https://linkedin.com/company/avaairways/,"Ava Airways is an international airline carrier with scheduled flight plans between North America, South America, Central America, and Caribbean destinations.",4
Avalair Aircraft Management,https://linkedin.com/company/tidal-aviation,Offering expert guidance with - Aircraft purchasing - Aircraft management - Pilot services - Cirrus factory flight training - Aircraft Leasing - And more...,11
Avanti Air,https://linkedin.com/company/avanti-air,Avantiair is an an airline operating one Dash8-Q400 on ACMI and charter bases. Homebase of the aircraft is Mönchengladbach Airport (EDLN/MGL) and ...,2
AvCenter,https://linkedin.com/company/avcenter-inc,"AvCenter Inc. is a premium jet aircraft charter & private air charter company providing safe, reliable charter & aircraft management services. We specialize in ...",5
Avcon Jet,https://linkedin.com/company/avconjet/,Avcon Jet is one of Europe's major business aviation companies offering a wide array of services. We operate more than 100 aircraft worldwide.,11
Avelo Airlines,https://linkedin.com/company/avelo-airlines,"Avelo Airlines was founded with a simple purpose — to Inspire Travel. With every day low fares and a culture of caring, people are at the center of everything ...",19
Avia Traffic,https://linkedin.com/company/kyrgyzstan-airlines,Avia Traffic Company · SpaceBee Airlines. Airlines and Aviation · Business Aviation Asia Ltd. Business Consulting and Services · QAZAQ AIR. Aviation and Aerospace ...,6
Aviacon Zitotrans,https://linkedin.com/company/aviacon-zitotrans,Web Sitesi: http://www.aviacon.ru. Aviacon Zitotrans için harici link. Sektör: Hava Yolları ve Havacılık. Şirket büyüklüğü: 201 - 500 çalışan.,5
Avianca,https://linkedin.com/company/avianca,BIenvenido al sitio oficial! Avianca es la primera aerolínea comercial fundada en las Américas y la segunda en el mundo.,151
Avianca Cargo,https://linkedin.com/company/aviancacargo/,"Brindamos un servicio de transporte de carga de aeropuerto a aeropuerto a través de nuestros centros de conexión en San Salvador (El Salvador), Lima (Perú) y ...",8
Aviaservice,https://linkedin.com/company/aviaservice,Aviaservice · Airlines and Aviation · About us · Locations · Employees at Aviaservice · Similar pages · Browse jobs · Sign in to see who you already know at ...,5
Aviastar,https://linkedin.com/company/aviastar-tu-airlines,"Aviastar-TU is one of the leading cargo airlines with a reliable reputation in the air cargo market. We develop the business working continuously on quality, ...",1
Aviastar-TU,https://linkedin.com/company/aviastar-tu-airlines,"Aviastar-TU is one of the leading cargo airlines with a reliable reputation in the air cargo market. We develop the business working continuously on quality, ...",8
Aviation Adventures,https://linkedin.com/company/aviation-adventures,"Our instructors are experienced, well-qualified pilots who love to share the gift of flight with others. We have both full-time and part-time instructors.",54
Aviation Advisor,https://linkedin.com/company/aviation-advisor-inc-,"Aviation Advisor, Inc. is the premier private aviation solutions firm offering Aircraft Management, Executive Air Charter, and Aviation Consulting Services.",16
Aviation Défense Service,https://linkedin.com/company/aviation-d-fense-service,"Aviation Défense Service (AVdef) | 1727 followers on LinkedIn. Provide air services with aircraft fleet, owned, maintained and operated by the company ...",5
Aviation Horizons,https://linkedin.com/company/aviation-horizons-ltd-,"Aviation Horizon Ltd is a 121-SN privet Jet Operator a well established company based in Jeddah, Saudi Arabia registered under the GACA (General Authority ...",5
Aviation Services Management,https://linkedin.com/company/aviation-services-management,"Established in the United Kingdom – ASM ventured into the United Arab Emirates, operating and delivering aviation services network around the world.",2
Aviator College,https://linkedin.com/company/floridaflyers,The flight school and airline flight academy Florida Flyers is a modern Sunshine State training facility. We are top rated and are the only flight school ...,54
Aviator Zone Academy,https://linkedin.com/company/aviator-zone-academy,We offer Part 61 and Part 141 flight training as well as various certifications and endorsements. Join us and experience the difference at Aviator Zone Academy.,16
AVIATOR.S5,https://linkedin.com/company/aviator-s5-ltd,AVIATOR.S5 Ltd. Airlines and Aviation. A young and dynamic force in the world of business aviation setting the highest standards in quality and performance.,2
Aviatsa,https://linkedin.com/company/aviatsa,"As a charter airline, AVIATSA is dedicated to amplifying your tourism business by providing unmatched access, convenience, and personalized service.",1
Avincis,https://linkedin.com/company/avincis,Avincis | 22014 followers on LinkedIn. One of the world's leading emergency aerial services operators. Our mission is to save lives and protect communities.,103
Avion Express,https://linkedin.com/company/avion-express,"Avion Express is the leading narrow-body ACMI and charter operator successfully working with clients in Europe as well as Africa, Asia-Pacific, South America.",10
Avionco,https://linkedin.com/company/avionco-canada-ltd,"We've been making a difference in the business of flight for over 20 years. We operate globally delivering best in class services to the Commercial, Corporate ...",1
Avionord,https://linkedin.com/company/avionord-s.r.l./,Avionord is an executive airline company base in Milan Linate. Our fleet includes Learjet 40s and 45s and a Challenger 604.,7
Avior Airlines,https://linkedin.com/company/avior-airlines,"En Avior Airlines, somos una aerolínea venezolana que inició operaciones en 1994, y ofrecemos servicios de transporte de pasajeros y carga a nivel nacional ...",6
Aviostart,,,3
AWA,https://linkedin.com/company/awagroup/,"AWA is a leading intellectual property firm with 400+ employees across 20 offices in Belgium, China, Denmark, Hong Kong, Norway, Sweden and Switzerland.",15
Awesome Cargo,https://linkedin.com/company/awesomecargo,"Our goal is to give solutions to the needs and wants of the air freight end users, making sure they feel satisfied through systematic measurememts, ...",3
Axio,https://linkedin.com/company/axio,"Axio is the leader in SaaS-based cyber management software, which empowers security leaders to build and optimize security programs and quantify risk in ...",6
AXIS Aviation,https://linkedin.com/company/axis-aviation,"AXIS Aviation is an executive aircraft operation and asset management provider. With our innovative, proprietary data platform, we make aircraft management ...",7
Ayit Aviation,https://linkedin.com/company/ayit-aviation,"The company operates flights for photography, supervision, and touring purposes, transport flights in Israel and flights around the world, executive flights and ...",3
Azerbaijan Airlines,https://linkedin.com/company/azal-azerbaijan-airlines,Azerbaijan Airlines (AZAL) is a major air carrier and one of the leaders in the aviation community of the CIS countries with the most modern aircraft fleet.,33
Azimuth,https://linkedin.com/company/azimuth-grc,"Azimuth is a regulatory technology company that has revolutionized the world of regulatory compliance, helping companies in heavily regulated industries comply ...",20
Azman Air,https://linkedin.com/company/azmanair,Azman Air is one of the fastest growing privately owned Nigerian Airline founded in 2010. Azman Air has dominated local and international carriers.,5
Azores Airlines,https://linkedin.com/company/sata/,O Grupo SATA é hoje um grupo de empresas que desenvolve atividades relacionadas com o transporte aéreo de passageiros e carga. Para além de duas companhias ...,10
Aztec Airways,https://linkedin.com/company/aztecairways,Aztec Airways is a scheduled commuter airline renowned for its commitment to easy and safe semi-private travel to the Bahamas.,13
Azul,https://linkedin.com/company/azul-systems,"Azul is the only company 100% focused on Java, delivering the most trusted Java platform to the modern cloud enterprise. We provide the world's ...",209
Azul Conecta,https://linkedin.com/company/azulconecta/,"A Azul Conecta é uma Unidade de Negócio subsidiária da Azul Linhas Aéreas dedicada à aviação regional, conectando mais de 80 destinos em todo o Brasil.",1
Azur Air,https://linkedin.com/company/azur-aviation/,"Azur Aviation provide Ferry Flight and Aircraft Delivery Services for Lessor's companies , private owner & bank. Our flight division provides 24/7 customer ...",20
Azure Aviation,https://linkedin.com/company/azure-air-aviation-technology-co.-ltd,"Azure Air Aviation provides customers professional services such as aircraft design / maintenance consulting, major alteration / repair blurprint and ...",2
BAA Training,https://linkedin.com/company/uab-baa-training,"A global aviation training organization delivering both Ab Initio and Type Rating training. BAA Training operates simulator centers in Spain, France, Lithuania ...",7
Babcock,https://linkedin.com/company/babcock-international-group,"Babcock is a FTSE 100 defence company operating in our focus countries of the UK, Australasia, Canada, France and South Africa, with exports to additional ...",51
Baden Aircraft Operations,https://linkedin.com/company/avangard-aviation-gmbh,Avangard Aviation is a full-service aircraft engineering and technical center. Operating under Part 145 Maintenance Organization Approval Certificate.,1
Badr Airlines,https://linkedin.com/company/bdrairlines/,BADR AIRLINES mainly engaged in passenger and cargo transportation and occasionally provides chartered VIP flights. Website: http://www.badrairlines.com.,8
BAe Systems,https://linkedin.com/company/bae-systems,"At BAE Systems, we help our customers to stay a step ahead when protecting people and national security, critical infrastructure and vital information.",1
BAE Systems,https://linkedin.com/company/bae-systems,"We provide some of the world's most advanced, technology-led defence, aerospace and security solutions and employ a skilled workforce of 107,000 people in more ...",2
Bahamasair,https://linkedin.com/company/bahamasair-holdings-limited,"Bahamasair is the National Flag Carrier of The Bahamas, established in 1973 along with the new independent Commonwealth of The Bahamas.",10
Bahrain Royal Flight,https://linkedin.com/company/royal-wings-aviation,Royal Wings is the leading flight support services provider specialized in servicing corporate charter and commercial flight operations.,4
Bairline,https://linkedin.com/company/bairline-fluggesellschaft-mbh-&-co.-kg,"Bairline Fluggesellschaft mbH & Co. KG. Airlines and Aviation. With a concept made in Bavaria, Bairline represents what Business Aviation is meant to be!",3
Baker Aviation,https://linkedin.com/company/baker-aviation,"Based in Fort Worth with a growing aircraft fleet, Baker Aviation is a family-owned and operated private aircraft charter, management and maintenance ...",21
Bamboo Airways,https://linkedin.com/company/bamboo-airways-vietnam,"Bamboo Airways - More than just a flight! Aiming to bring the flying dream closer to all Vietnamese people and foreign tourists, we offer very flexible and ...",6
Bangkok Airways,https://linkedin.com/company/bangkok-airways/,About us. Operating reginal air services from Thailand to South East Asian cities. Website: https://www.bangkokair.com. External link for Bangkok Airways.,26
BankAir,https://linkedin.com/company/bankair-inc,"Bankair is charter operator based in Columbia, SC. We provide jet aircraft to passengers and cargo. Website: http://bankair.com/. External link ...",5
Bar XH Air,https://linkedin.com/company/bar-xh-air-inc-,"Canadian air charter service based in Medicine Hat and Calgary, Alberta, Canada offering air charter, air ambulance, scheduled flight services.",2
Bartolini Air,https://linkedin.com/company/bartolini-air,Bartolini Air is a group of aviation companies. We run the largest Central European flight training organization for professional pilots and an EASA-compliant ...,31
Bassaka Air,https://linkedin.com/company/bassaka-air,Bassaka Air is a scheduled and charter airline based in Phnom Penh providing both domestic and international services. Website: http://www.bassakaair.com.,2
Batik Air,https://linkedin.com/company/pt-batik-air-indonesia,Site web: https://www.batikair.com/en/. Lien externe pour PT Batik Air Indonesia. Secteur: Transport aérien. Taille de l'entreprise: 1 001-5 000 employés.,104
BBN Airlines,https://linkedin.com/company/bbn-airlines-indonesia,"BBN Airlines Indonesia is a part of BBN Cargo Airlines, an Indonesia-based cargo airline that has operated since 1999. The company is a subsidiary of Avia ...",3
BBN Airlines Indonesia,https://linkedin.com/company/bbn-airlines-indonesia,"BBN Airlines Indonesia is a part of BBN Cargo Airlines, an Indonesia-based cargo airline that has operated since 1999. The company is a subsidiary of Avia ...",5
Beijing Airlines,https://linkedin.com/company/beijing-capital-airlines-co-ltd-,"With Beijing Capital International Airport as its main hub, we currently operate 125 routes, including 111 domestic routes and 14 international routes with ...",7
Belavia,https://linkedin.com/company/belavia---belarusian-airlines,"Belavia - Belarusian Airlines is the flag carrier of the Republic of Belarus. IATA member, IOSA certified, member of ERAA. Belavia offers about 20 scheduled ...",14
Belgium - Air Force,https://linkedin.com/company/belgian-air-force/,Belgian Air Force · Government Administration · About us · Employees at Belgian Air Force · Similar pages · Sign in to see who you already know at Belgian Air ...,30
Belgium - Navy,https://linkedin.com/company/belgian-navy,"Exercise of sovereignty in the maritime zones where the Navy is qualified, defense of the lines maritime of communication, main roads and allied, and ...",3
Bell Helicopter,https://linkedin.com/company/bell-flight,"Thinking above and beyond is what we do. For more than 85 years, we've been reimagining the experience of flight – and where it can take us.",91
BellAir,https://linkedin.com/company/bellair-logistics-and-supply-chain,Bellair provides 24/7 Logistics and Warehousing Services. Headquartered in the Chicagoland area with a strong national presence.,10
Bemidji Aviation,https://linkedin.com/company/aircorps-aviation-llc,"AirCorps Aviation is known for our award-winning restorations of WWII aircraft, but we also offer full service support to the aerospace industry.",43
Benin Airlines,https://linkedin.com/company/airtaxibenin,BENIN AIRLINES est la seule compagnie de droit Béninois opérant des vols réguliers sur Parakou et des vols à la demande à l'intérieur du Bénin et dans la ...,2
beOnd,https://linkedin.com/company/flybeond,beOnd is the World's First Premium Leisure Airline. Our vision is to take people on their journey to the best places on Earth. So travel with us and fly above ...,2
Bering Air,https://linkedin.com/company/bering-marine-corp,"Bering Marine Corporation provides highly specialized, contracted marine services to reach water-locked villages and other remote Alaska locations.",40
Berjaya Air,https://linkedin.com/company/berjaya-air,Berjaya Air was established in 1989 as part of Berjaya Group with scheduled operations based in Subang. Operating solely out of Subang Skypark Terminal.,2
BermudAir,https://linkedin.com/company/flybermudair,"BermudAir is a boutique airline that offers corporate and leisure travellers short, nonstop flights between Bermuda, the East Coast US, South Florida, Toronto, ...",4
Berniq Airways,https://linkedin.com/company/berniq-airways/,شركة طيران ليبية مساهمة تأسست عام 2018 برأس مال 500 مليون دينار ليبي. Website: https://berniq.aero. External link for Berniq Airways.,7
Berry Aviation,https://linkedin.com/company/berry-aviation-inc,"Berry Aviation, Inc. (BAI), a member of Acorn Growth Companies, is an FAA Part 135 Air Carrier established in 1983.",20
Best Jets International,https://linkedin.com/company/best-jets-international,"Founded in 1995, Best Jets International is a full-service Part 135 air charter and aircraft management company. What began as a Part 91 operation with one ...",2
Bestfly Aruba,https://linkedin.com/company/bestfly,BESTFLY. Fabricação de aeronaves. http://www.bestfly.aero/. Seguir · Denunciar esta empresa; Close menu. Visualizar todos os 235 funcionários. Sobre nós.,12
Bhutan Airlines,https://linkedin.com/company/bhutan-airlines---thailand,Fly with us to the land of happiness! บริษัท โอ เอ็ม จี เอ็กซ์พีเรียนซ์ (ภูฏานแอร์ไลน์ ประเทศไทย - Bhutan Airlines Thailand) ตัวแทนจำหน่ายบัตรโดยสาร สายการบินภูฏาน และ แหล่ง ...,2
Big Bend Community College Aviation,https://linkedin.com/company/port-of-moses-lake,"... Big Bend Community College Aviation Maintenance Technology program, AeroTEC - Aerospace Testing Engineering & Certification Inc., Port of Moses Lake Fire ...",35
Bighorn Airways,https://linkedin.com/company/bighornairways,"With over 70 years of aviation experience, Bighorn Airways Inc. has established itself as a leader in the industry. Our diverse fleet includes Casa-212, ...",24
Biman Bangladesh Airlines,https://linkedin.com/company/biman-bangladesh-airlines,"Biman Bangladesh Airlines Ltd the national flag carrier of Bangladesh has started its journey from scratch virtually with no aircraft, no ancilliaries.",21
BinAir,https://linkedin.com/company/binair-aero-service-gmbh,"Since 1996 BinAir is the airline which focuses on you spezial requirements, every day, worldwide and tghe flexibility of Europe´s largest Metro Fleet of 15 ...",4
Binter Canarias,https://linkedin.com/company/binter-canarias,"BinterCanarias nació como compañía aérea regional, y en ese sentido es la única que opera actualmente en los ocho aeropuertos de Canarias. Desde el año 2005 ...",44
Bioflight,https://linkedin.com/company/bioflight-a-s,BioFlight is an Aircraft Operator that has specialised in “Special missions” and Aerial Data Acquisition. Though our idealistic and ambitious approach to ...,12
Birdbase Aviation,,,2
Blessings Aviation Charter,https://linkedin.com/company/skyaviationaero,"Our aviation services extend far beyond cargo transport, encompassing a comprehensive suite of passenger aircraft leasing options.",8
Blue Dart Aviation,https://linkedin.com/company/blue-dart-aviation-limited,Blue Dart is a leader in the domestic air express market specializing in time-definite scheduled freight services for overnight next day delivery.,5
Blue Islands,https://linkedin.com/company/blue-islands,"Blue Islands is a privately and independently owned Channel Islands based regional airline, operating flights between the Channel Islands and to the UK.",5
Blue Square Aviation,https://linkedin.com/company/bluesquare-consulting,"Blue Square Consulting Ltd was established in 2003. We are a specialist financial recruitment consultancy designed to assist Fund Managers, ...",1
Bluebird Airways,https://linkedin.com/company/bluebird-airways,"Blue bird airways is a greek airline company, established on 2008. With a rapid growth and superior customer service. We shoot for the sky when it comes to top ...",4
Bluebird Aviation,https://linkedin.com/company/bluebirdaviation,"Bluebird Aviation is the leading provider for scheduled, non-scheduled and ad-hoc air charter services within the Eastern and Central African region and beyond.",7
Bluesky Airways,https://linkedin.com/company/blue-sky-airways,Blue Sky Airways | 55 followers on LinkedIn. The Hunter Valley's premier air transport and flight training provider | We provide initial training on the ...,3
Boeing,https://linkedin.com/company/boeing,"As a leading global aerospace company, Boeing develops, manufactures and services commercial airplanes, defense products and space systems for customers in ...",334
Boliviana de Aviacion,https://linkedin.com/company/boliviana-de-aviac%C3%B3n,"VISION «Boliviana de Aviación will contribute significantly to the achievement of the country's strategic objectives and the welfare of Bolivians, through ...",26
Bookajet,https://linkedin.com/company/bookajet,"Bookajet is the world's most established private jet charter and management company, courtesy of an innovative approach, unparalleled experience, impeccable ...",1
Boutique Air,https://linkedin.com/company/boutique-air,"A boutique airline and charter service company serving passengers in the United States, Mexico, and Canada. We help people get around in style.",14
BRA,https://linkedin.com/company/the-sports-bra,"Founded in April 2022, The Sports Bra in Portland, Ore., is the world's first sports bar to only show women's sports.",17
Braspress Air Cargo,https://linkedin.com/company/braspress-air-cargo,A Braspress Air Cargo (BAC) chega ao mercado com o objetivo de elevar a regularidade e a confiabilidade do transporte aéreo de cargas no Brasil.,2
Bravo Airways,https://linkedin.com/company/bravo-airways,Bravo Airways is an airlines company based in Ukraine. Website: http://www.bravoairways.com.ua/. External link for Bravo Airways. Industry: Aviation ...,2
Brazil - Air Force,https://linkedin.com/company/brazil-defense-brief-bdb,"Brazil Defense Brief (BDB) is the go-to intelligence and monitoring service for decision-makers navigating the complexities of Brazil's Aerospace, Defense, ...",252
Brazil - Army,https://linkedin.com/company/exercito,"The Brazilian Army Mission is: Contribute to ensuring national sovereignty, constitutional powers, law and order, safeguarding national interests, and ...",5
Brazil - Navy,https://linkedin.com/company/brazilian-navy,"The Brazilian Navy will be a modern, resourceful and motivated Force, with a high degree of technological independence, of a size compatible with Brazil's ...",6
Breeze Airways,https://linkedin.com/company/breeze-airways,"At Breeze, we're excited to bring affordable, premium leisure travel to Jacksonville Aviation Authority International Airport. Our latest commercial, filmed ...",54
Bridger Aerospace,https://linkedin.com/company/bridger-enterprises,"We are the nation's most diverse and vertically integrated aerial firefighting task force, with specialized aircraft, a world-class team, and life-saving ...",17
Brilliant Jet,https://linkedin.com/company/brilliant-jet-limited,"Established in 2015 with offices in Hong Kong , Beijing, Shanghai and Guangzhou. Solid team of management experts from the aviation sectors.",1
Bristow Helicopters,https://linkedin.com/company/bristow-group-inc,"Bristow is the world's leading provider of offshore oil and gas transportation, search and rescue (SAR) and aircraft support services to government and civil ...",113
Bristow Nigeria,https://linkedin.com/company/bristow-group-inc,"Bristow is the world's leading provider of offshore oil and gas transportation, search and rescue (SAR) and aircraft support services to government and civil ...",6
British Airways,https://linkedin.com/company/british-airways,"As a global airline and the UK's flag carrier, British Airways has been flying its customers to where they need to be for more than 100 years.",305
British International Helicopters,https://linkedin.com/company/the-international-aviation-group,"Supplying helicopters and aircraft (civilian and military), Pilot and engineer training, Spares, Airline feasibility studies, MRO - build & operate to EASA ...",5
Bromma Air Maintenance,https://linkedin.com/company/bromma-air-maintenance-ab,"Bromma Air Maintenance was founded in 1979 by Ingemar Björk through the acquisition of Flygfirma I. Ehrenström, who had the Swedish agency for Gulfstream.",4
Brussels Airlines,https://linkedin.com/company/brussels-airlines,Brussels Airlines is the home carrier of Belgium and one of the four network airlines of the Lufthansa Group. It connects the European capital from Brussels ...,48
Budapest Aircraft Service,https://linkedin.com/company/base-airlines,"Our Company, the Budapest Aircraft Service Kft. (Ltd.) -in brief: BASe Airlines, was established by pilots and technical experts of aviation in December 1991.",3
Buddha Air,https://linkedin.com/company/buddha-air,Buddha Air is the leading domestic airlines of Nepal. We currently fly to 15 domestic and international destinations. We are the largest and longest ...,19
Buffalo Airways,https://linkedin.com/company/buffaloairways,"Buffalo Airways Ltd. is an Airlines/Aviation company located in 1000 Buffalo Drive, Hay River, NT, Canada.",57
Buffalo River Aviation,https://linkedin.com/company/buffalo-river-aviation,We are owner operators and manage your aviation assets with the same care and commitment to functional accountability as we do our own.,3
Bul Air,https://linkedin.com/company/bul-air,"A privately-owned company to provide the best in class quality, safety and comfort on charter services.",8
Bulgaria - Air Force,https://linkedin.com/company/bulgarian-air-force,"ВВС са основен вид въоръжени сили, предназначени за участие в съвместни и самостоятелни операции, както в национален, така и в многонационален формат.",21
Bulgaria - Government,https://linkedin.com/company/ministry-of-foreign-affairs-of-the-republic-of-bulgaria,"The Republic of Bulgaria has an active, consistent and targeted policy for peace, stability, security, human rights, democracy and prosperity regionally and ...",1
Bulgaria Air,https://linkedin.com/company/bulgaria-air,Bulgaria Air is the National air carrier of Republic of Bulgaria based at Sofia Airport /SOF/. The airline also operates scheduled and charter flights from ...,14
Buraq Air,https://linkedin.com/company/buraq-air-transport,"Industry: Airlines and Aviation ; Company size: 51-200 employees ; Headquarters: Tripoli, Tripoli ...",5
Business Aviation Asia,https://linkedin.com/company/business-aviation-asia,"BAA is the one of the leading aviation companies in Asia. It offers a complete range of business jet services designed to help professionals, companies and ...",7
Business Wings,https://linkedin.com/company/the-businesswings,"The Business Wings a sole proprietary company and is engaged in Debt collection, Debt recovery and Customer Support (Telecalling) and related ancillary ...",4
Buzz,https://linkedin.com/company/buzz-products,"Buzz is a global design company that creates signature moments for travel. For over two decades, we've partnered with world leading airlines, hotels, cruise ...",12
BySky,https://linkedin.com/company/bysky,BySky — the first operator of business aviation in Belarus Aircompany's fleet includes Pilatus PC-12NG — best-in-class turboprop-powered business aircrafts ...,3
CAA,https://linkedin.com/company/civil-aviation-authority,We are the UK's aviation and aerospace regulator. We strive to ensure the aviation industry meets the highest safety standards in order to protect air ...,10
Cabo Verde Airlines,https://linkedin.com/company/caboverdeairlines,"É sexta-feira e já estamos a bordo, com destino a Lisboa! Saiba que também voamos semanalmente para Paris, Bérgamo e Porto. Venha descobrir os nossos ...",2
CAE,https://linkedin.com/company/caet,"CAE | 12888 followers on LinkedIn. CAE is a global physical commodities trading firm addressing the semiconductor market. Initially focused on silicon, ...",112
CAE,https://linkedin.com/company/caet,"CAE is a global physical commodities trading firm addressing the semiconductor market. Initially focused on silicon, CAE considers transactions in any physical ...",112
CAE Aviation,https://linkedin.com/company/cae-aviation,"Venez rencontrer le leader européen de la surveillance aérienne et de l'entrainement des parachutistes militaires. CAE-Aviation, l'expertise opérationnelle ...",2
Caicos Express Airways,https://linkedin.com/company/caicos-express-airways,"Caicos Express Airways | 151 followers on LinkedIn. Turks and Caicos-based airline connecting TCI, Haiti, Dominican Republic, and Jamaica since 2007 | Turks ...",8
Calm Air,https://linkedin.com/company/calmair,"Calm Air International is a niche airline serving the northern part of Central Canada. From its main bases at Winnipeg, Thompson and Churchill, Manitoba, and ...",6
Calstar,https://linkedin.com/company/calstar-unlimited,"CalStar Unlimited (CA PI# 187978) is an investigative firm serving businesses, as well as the insurance companies and attorneys who work on their behalf, ...",14
Camair-Co,https://linkedin.com/company/camair-co,"Based in Douala, Camair-Co prides its self as National Airline Company of Cameroon and aspires to change the landscape of the air transport in Cameroon.",5
Cambodia Airways,https://linkedin.com/company/cambodia-airways,"Cambodia Airways Co., Ltd. is a local Cambodian airline based in Phnom Penh. Established in September 2017, the company launched its inaugural flight on July ...",6
CAMEX Airlines,https://linkedin.com/company/camex-airlines,CAMEX Airlines is a charter airline with the ability to reach across the globe even on short notice. With thousands of hours of airline and cargo ...,3
Canada - Coast Guard,https://linkedin.com/company/canadian-coast-guard,"The Canadian Coast Guard (CCG) owns and operates the federal government's civilian fleet, and provides key maritime services to Canadians.",26
Canada - Department of Transport,https://linkedin.com/company/transport-canada,Our department has over 5000 full- and part-time employees working in several locations across the country. We are looking for people to help us achieve our ...,37
Canada - Ontario Ministry of Natural Resources,https://linkedin.com/company/ministry-of-natural-resources,"Ministry of Natural Resources and Forestry Offices-Thunder Bay Environmental Services Thunder Bay, Ontario",25
Canada - Royal Canadian Air Force,https://linkedin.com/company/rcaf-arc,"Since its inception on 1 April 1924, the Royal Canadian Air Force (RCAF) has been a combat-tested force with decades of experience in the full spectrum of ...",157
Canada - Royal Canadian Mounted Police,https://linkedin.com/company/rcmp-grc,La GRC est le service de police national du Canada et une organisation de renommée mondiale. Notre organisation est unique puisqu'elle offre des services de ...,1
Canada - Saskatchewan Air Ambulance Service,https://linkedin.com/company/skycare-airambulance-charters,"With bases in Sioux Lookout, Thunder Bay, and Kitchener, Ontario and St. Andrews, Manitoba, we make it convenient for our clients to depart and arrive at their ...",4
Canadian Airways Congo,https://linkedin.com/company/weststaraviationgroup,Weststar is a renowned key player in the offshore helicopter services industry. Weststar serves some of the major players in the oil & gas industry and is ...,3
Canadian North,https://linkedin.com/company/canadian-north,"Canadian North connects people and delivers essential goods throughout Northern communities in Canada – safely, reliably and always with ...",33
CanaryFly,https://linkedin.com/company/canaryfly,Canaryfly es la primera aerolínea Low Cost que vuela entre las Islas Canarias. En 2017 decidimos hacer las cosas de manera diferente y hemos conseguido en un ...,6
Canavia,https://linkedin.com/company/canavia,Canavia Aviation Academy | 1688 followers on LinkedIn. Airplane and RPA Professional Pilot and Cabin Crew Courses | Aviation Training Center in Canary ...,12
Canlink Aviation,https://linkedin.com/company/canlink-travel-representatives,"Canlink Travel Representatives, provides Canadian based representation for exceptional hotels, resorts and other sectors of the hospitality industry.",59
CanWest Air,https://linkedin.com/company/can-west-corporate-air-charters-ltd.,"Can-West Corporate Air Charters offers charter service through our Edmonton, Slave Lake and Wabasca bases. From these locations we serve Western Canada.",19
Cape Air,https://linkedin.com/company/capeair,The nation's largest commuter airline connecting communities across the United States and Caribbean for over 30 years.,103
Capital Air Ambulance,https://linkedin.com/company/capitalairambulance,"The UK's specialist air ambulance operator, providing rapid response UK, EU and global medical repatriations.",4
Capital Airlines,https://linkedin.com/company/beijing-capital-airlines-co-ltd-,"Welcome to our LinkedIn page! Renamed from Deer Air, Beijing Capital airlines was established in 2010 by Hainan Airlines Group (HNA Group) and Beijing Tourism ...",88
Capital City Air Carriers,https://linkedin.com/company/acl-airshop,"ACL Airshop is a leading worldwide provider of ULD, cargo control and air freight products and services for the aviation industry.",3
Cardig Air,https://linkedin.com/company/pt-cardig-air,Website: www.cardig-air.com. External link for PT. Cardig Air. Industry: Airlines and Aviation. Company size: 51-200 employees. Type: Privately Held ...,1
CareFlight,https://linkedin.com/company/careflight,"CareFlight is an Australian aeromedical charity, established in 1986. CareFlight's mission is to save lives, speed recovery and serve the community.",16
Cargo Air,https://linkedin.com/company/cargo-air-ltd,Cargo Air is cargo airline established in 1997 as operator of 6 aircraft AN-12 till 2007 and currently operating with B737-300/400 freighters.,11
Cargojet Airways,https://linkedin.com/company/cargojet-income-fund,Cargojet provides domestic and trans-border air cargo services in addition to aircraft handling and aircraft and airport equipment fueling services.,40
Cargolux,https://linkedin.com/company/cargolux-airlines,Cargolux is Europe's largest all cargo carrier and boasts a modern fleet of purpose-built 747-400 and 747-8 freighters.,30
Caribbean Airlines,https://linkedin.com/company/caribbean-airlines-ltd.,Sobre nós ; Site: http://caribbean-airlines.com. Link externo para Caribbean Airlines Ltd ; Setor: Transporte aéreo ; Tamanho da empresa: 1.001-5.000 funcionários.,20
Carpatair,https://linkedin.com/company/carpatair-sa,"Founded in 1999, Carpatair is one of the oldest airlines in Romania with headquarters in Timisoara and presently a charter and wet lease airline.",3
Carson Air,https://linkedin.com/company/carsonair,"We are the largest provider of Air Ambulance Services BC, with experience with Cargo and Flight Training.",22
